id,Order,(internal)family,baseGenus,cpGI,mtGI,SRA
7954,Asterales,Compositae,Klasea,,,SRR8208354
8108,Asterales,Compositae,Laggera,,,SRR7121568
8328,Asterales,Compositae,Leontodon,,,SRR9119099
8343,Asterales,Compositae,Lepidaploa,,,SRR9119096
8456,Asterales,Compositae,Leptosyne,,,SRR9119105
8488,Asterales,Compositae,Lessingianthus,,,SRR9208071
8498,Asterales,Compositae,Leucanthemella,1707510029,,SRR9119095
8500,Asterales,Compositae,Leucanthemum,1834979236,,ERR3089127
8526,Asterales,Compositae,Leucomeris,,,SRR9119102
8560,Asterales,Compositae,Liabum,,,SRR9119103
8562,Asterales,Compositae,Liatris,,,SRR12361851
8585,Asterales,Compositae,Ligularia,1043524085,,SRR5980159
8656,Asterales,Compositae,Lipochaeta,,,SRR9119171
8715,Asterales,Compositae,Logfia,,,SRR12432465
8814,Asterales,Compositae,Lucilia,,,SRR12518728
8815,Asterales,Compositae,Luciliocline,,,SRR9119166
8859,Asterales,Compositae,Lychnophora,,,SRR9208062
8881,Asterales,Compositae,Lygodesmia,,,SRR12361824
8925,Asterales,Compositae,Macledium,,,SRR9119164
9184,Asterales,Compositae,Matricaria,,,SRR8450989
9270,Asterales,Compositae,Melampodium,,,ERR3929128
9284,Asterales,Compositae,Melanthera,,,SRR9119170
9563,Asterales,Compositae,Mikania,1102548424,,SRR8835137
9591,Asterales,Compositae,Minasia,,,SRR9119138
9744,Asterales,Compositae,Montanoa,,,SRR9119139
9755,Asterales,Compositae,Moquinia,,,SRR9119140
9833,Asterales,Compositae,Munnozia,,,SRR9119142
9859,Asterales,Compositae,Mutisia,,,SRR9119143
9905,Asterales,Compositae,Myripnois,,,SRR9119144
9943,Asterales,Compositae,Nabalus,,,SRR9119046
9982,Asterales,Compositae,Nassauvia,,,SRR9118970
10465,Asterales,Compositae,Oedera,,,SRR9118972
10493,Asterales,Compositae,Oldenburgia,,,SRR9118971
10509,Asterales,Compositae,Oligochaeta,,,SRR12518760
10567,Asterales,Compositae,Onoseris,,,SRR9118974
10796,Asterales,Compositae,Othonna,,,SRR9118973
10909,Asterales,Compositae,Packera,,,SRR9118966
10941,Asterales,Compositae,Pallenis,,,SRR9118965
11043,Asterales,Compositae,Paralychnophora,,,SRR9119184
11090,Asterales,Compositae,Parastrephia,1199863891,,SRR9119181
11132,Asterales,Compositae,Parthenium,281190713,,SRR5977430
11170,Asterales,Compositae,Pechuel-loeschea,,,SRR9119182
11260,Asterales,Compositae,Pentalepis,,,SRR8666814
11296,Asterales,Compositae,Pentzia,,,SRR9119187
11317,Asterales,Compositae,Perezia,,,SRR9119188
11443,Asterales,Compositae,Phagnalon,,,SRR9119185
11530,Asterales,Compositae,Phoebanthus,,,SRR3481352
11686,Asterales,Compositae,Pilosella,,,SRR12432535
11764,Asterales,Compositae,Pityopsis,,,SRR4457830
11822,Asterales,Compositae,Platycarpha,,,SRR9119180
11861,Asterales,Compositae,Plazia,,,SRR9119048
11918,Asterales,Compositae,Pleurocarpaea,,,SRR8666739
11962,Asterales,Compositae,Pluchea,1442329251,,SRR8666816
12141,Asterales,Compositae,Porophyllum,,,SRR9119047
12388,Asterales,Compositae,Pseudognaphalium,,,SRR9119052
12392,Asterales,Compositae,Pseudohandelia,,,SRR9119051
12566,Asterales,Compositae,Pterocaulon,,,SRR8666491
12589,Asterales,Compositae,Pteronia,,,SRR9119049
12652,Asterales,Compositae,Pulicaria,,,SRR9119056
12821,Asterales,Compositae,Ratibida,,,SRR12361826
12881,Asterales,Compositae,Relhania,,,SRR9119055
12998,Asterales,Compositae,Rhodanthe,,,SRR8666709
12999,Asterales,Compositae,Rhodanthemum,,,SRR9707501
13152,Asterales,Compositae,Rojasianthe,,,SRR9119007
13155,Asterales,Compositae,Roldana,,,SRR9119008
13207,Asterales,Compositae,Rudbeckia,1820345412,,SRR12361721
13219,Asterales,Compositae,Rumfordia,,,SRR9119009
13355,Asterales,Compositae,Santolina,,,SRR9119002
13433,Asterales,Compositae,Saussurea,1773364217,,SRR8146324
13555,Asterales,Compositae,Schkuhria,,,SRR9119005
13557,Asterales,Compositae,Schlechtendalia,,,SRR9119014
13675,Asterales,Compositae,Scolymus,,,SRR9119015
13768,Asterales,Compositae,Senecio,1732447100,,SRR10579519
13872,Asterales,Compositae,Sigesbeckia,,,SRR8666701
13883,Asterales,Compositae,Silphium,,,ERR2777641
13900,Asterales,Compositae,Sinacalia,,,SRR9118978
13904,Asterales,Compositae,Sinclairia,,,SRR9118979
13987,Asterales,Compositae,Soaresia,,,SRR9118980
14018,Asterales,Compositae,Solidago,,,SRR11248483
14027,Asterales,Compositae,Sommerfeltia,,,SRR9118981
14029,Asterales,Compositae,Sonchus,1832703508,,SRR7121591
14159,Asterales,Compositae,Spilanthes,,,SRR9118982
14319,Asterales,Compositae,Stenopadus,,,SRR9118983
14379,Asterales,Compositae,Stevia,,,SRR6792730
14393,Asterales,Compositae,Stifftia,,,SRR9119017
14406,Asterales,Compositae,Stilpnopappus,,,SRR9119016
14424,Asterales,Compositae,Stokesia,,,SRR9119044
14460,Asterales,Compositae,Streptoglossa,,,SRR8666223
14584,Asterales,Compositae,Symphyotrichum,,,SRR7121599
14604,Asterales,Compositae,Syncarpha,,,SRR9119012
14672,Asterales,Compositae,Tagetes,1835711262,,SRR12142192
14701,Asterales,Compositae,Tanacetum,1834967957,,SRR8627837
14724,Asterales,Compositae,Taraxacum,1096244519,,SRR11218521
14727,Asterales,Compositae,Tarchonanthus,,,SRR9119011
14815,Asterales,Compositae,Tessaria,,,SRR9119010
15004,Asterales,Compositae,Thymophylla,,,SRR9119073
15068,Asterales,Compositae,Tithonia,1863297029,,SRR9119060
15083,Asterales,Compositae,Tolpis,,,SRR12089240
15171,Asterales,Compositae,Tragopogon,,,SRR9118951
15225,Asterales,Compositae,Trichanthodium,,,SRR9118954
15238,Asterales,Compositae,Trichocline,,,SRR9119059
15348,Asterales,Compositae,Tripleurospermum,,,ERR3089129
15363,Asterales,Compositae,Tripteris,,,SRR9118964
15456,Asterales,Compositae,Tussilago,,,ERR2564455
15548,Asterales,Compositae,Ursinia,,,SRR9119058
15644,Asterales,Compositae,Verbesina,,,SRR9119176
15650,Asterales,Compositae,Vernonanthura,,,SRR9119178
15651,Asterales,Compositae,Vernonia,,,SRR7121745
15718,Asterales,Compositae,Vittadinia,,,SRR8666671
15813,Asterales,Compositae,Werneria,,,SRR9119149
15922,Asterales,Compositae,Xenophyllum,,,SRR9119093
15990,Asterales,Compositae,Youngia,1642518326,,SRR7121584
2225,Asterales,Goodeniaceae,Brunonia,,,SRR9119000
4336,Asterales,Goodeniaceae,Dampiera,,,SRR8666713
6450,Asterales,Goodeniaceae,Goodenia,,,SRR8666520
13451,Asterales,Goodeniaceae,Scaevola,1583107752,,SRR8666518
14503,Asterales,Stylidiaceae,Stylidium,,,SRR8666422
7587,Austrobaileyales,Schisandraceae,Illicium,1198020641,,SRR5602609
7847,Austrobaileyales,Schisandraceae,Kadsura,1535789319,,SRR7411031
11501,Bartramiales,Bartramiaceae,Philonotis,,,SRR6058964
1792,Berberidopsidales,Berberidopsidaceae,Berberidopsis,1600729034,,SRR7451085
727,Boraginales,Boraginaceae,Amsinckia,,,SRR11994239
1237,Boraginales,Boraginaceae,Arnebia,,,SRR5168954
2004,Boraginales,Boraginaceae,Borago,1829769166,,SRR2401801
2223,Boraginales,Boraginaceae,Brunnera,,,SRR11599053
3746,Boraginales,Boraginaceae,Cordia,,,SRR2401835
4007,Boraginales,Boraginaceae,Cryptantha,,,SRR5713365
4210,Boraginales,Boraginaceae,Cynoglossum,,,SRR5713409
4374,Boraginales,Boraginaceae,Dasynotus,,,SRR5713413
5253,Boraginales,Boraginaceae,Echium,,,SRR9204455
6688,Boraginales,Boraginaceae,Hackelia,,,SRR5713385
6810,Boraginales,Boraginaceae,Harpagonella,,,SRR5713372
6928,Boraginales,Boraginaceae,Heliotropium,,,SRR8666515
8682,Boraginales,Boraginaceae,Lithospermum,,,SRR5644206
9557,Boraginales,Boraginaceae,Microula,,,SRR5713384
9876,Boraginales,Boraginaceae,Myosotis,,,SRR5713383
10638,Boraginales,Boraginaceae,Oreocarya,,,SRR5713340
11177,Boraginales,Boraginaceae,Pectocarya,,,SRR5713354
11777,Boraginales,Boraginaceae,Plagiobothrys,,,SRR5713408
12653,Boraginales,Boraginaceae,Pulmonaria,,,SRR9112558
15833,Boraginales,Boraginaceae,Wigandia,,,SRR7451086
322,Brassicales,Brassicaceae,Aethionema,1869246972,,SRR4417649
770,Brassicales,Brassicaceae,Anastatica,,,ERR2560077
1049,Brassicales,Brassicaceae,Aphragmus,1869246279,,ERR4221516
1435,Brassicales,Brassicaceae,Athysanus,,,SRR5988709
1485,Brassicales,Brassicaceae,Aurinia,1869246018,,ERR2560411
1603,Brassicales,Brassicaceae,Ballantinia,,,ERR2789771
1634,Brassicales,Brassicaceae,Barbarea,139388073,,SRR7119252
1869,Brassicales,Brassicaceae,Biscutella,1526691171,,ERR3507532
1975,Brassicales,Brassicaceae,Boleum,,,ERR4205217
2304,Brassicales,Brassicaceae,Bunias,1267174365,,ERR4221515
2370,Brassicales,Brassicaceae,Cakile,1869249333,,SRR1801314
2540,Brassicales,Brassicaceae,Camelina,1002160928,,SRR10873737
2654,Brassicales,Brassicaceae,Cardamine,1347726353,,SRR3506501
2811,Brassicales,Brassicaceae,Caulanthus,,,SRR496577
3021,Brassicales,Brassicaceae,Chalcanthus,1002162319,,SRR8906609
3254,Brassicales,Brassicaceae,Chorispora,1869250037,,ERR4207765
3429,Brassicales,Brassicaceae,Clausia,1485528842,,ERR4210595
3527,Brassicales,Brassicaceae,Cochlearia,1511366567,,ERR2560437
3713,Brassicales,Brassicaceae,Conringia,1851188823,,ERR1713481
3872,Brassicales,Brassicaceae,Crambe,1351317215,,SRR1801354
3916,Brassicales,Brassicaceae,Cremolobus,1869249685,,ERR4207855
3989,Brassicales,Brassicaceae,Crucihimalaya,1869249160,,SRR10982965
4528,Brassicales,Brassicaceae,Descurainia,1869250825,,SRR4128964
4878,Brassicales,Brassicaceae,Diplotaxis,,,SRR11802588
4895,Brassicales,Brassicaceae,Diptychocarpus,1869250913,,SRR3501168
5033,Brassicales,Brassicaceae,Dontostemon,1869250562,,ERR4209146
5060,Brassicales,Brassicaceae,Draba,1869250475,,SRR12465159
5641,Brassicales,Brassicaceae,Eruca,,553836868,SRR1801306
5643,Brassicales,Brassicaceae,Erucastrum,,,ERR2560442
5650,Brassicales,Brassicaceae,Erysimum,1800329437,,SRR7408224
5709,Brassicales,Brassicaceae,Euclidium,,,SRR1801309
6926,Brassicales,Brassicaceae,Heliophila,1869251875,,ERR2560456
7173,Brassicales,Brassicaceae,Hilliella,1869252313,,ERR4221770
7558,Brassicales,Brassicaceae,Iberis,1869252909,,SRR1801358
7627,Brassicales,Brassicaceae,Iodanthus,1869252996,,ERR4207763
7657,Brassicales,Brassicaceae,Isatis,1044326803,,SRR1587612
7909,Brassicales,Brassicaceae,Kernera,1869253163,,ERR2560488
8235,Brassicales,Brassicaceae,Leavenworthia,,,SRR3665529
8347,Brassicales,Brassicaceae,Lepidium,1869253338,,SRR1631197
8690,Brassicales,Brassicaceae,Litwinowia,1869253687,,ERR4207767
8838,Brassicales,Brassicaceae,Lunaria,1869253251,,SRR1801357
8961,Brassicales,Brassicaceae,Macropodium,1869254383,,ERR2560499
9030,Brassicales,Brassicaceae,Malcolmia,1869254295,,SRR4140274
9237,Brassicales,Brassicaceae,Megacarpaea,1182636015,,SRR11672120
9553,Brassicales,Brassicaceae,Microthlaspi,1869254645,,ERR3822209
9765,Brassicales,Brassicaceae,Moriera,1869247145,,SRR4417664
9861,Brassicales,Brassicaceae,Myagrum,1869254730,,SRR3501150
9986,Brassicales,Brassicaceae,Nasturtium,139389075,,ERR2560506
10283,Brassicales,Brassicaceae,Noccaea,1869255250,,SRR4417653
10875,Brassicales,Brassicaceae,Pachycladon,484759624,,SRR7279894
11620,Brassicales,Brassicaceae,Physaria,1851184966,,ERR2560526
12491,Brassicales,Brassicaceae,Pseudoturritis,1851185317,,ERR2560551
13122,Brassicales,Brassicaceae,Robeschia,1851185666,,ERR4208775
13170,Brassicales,Brassicaceae,Rorippa,1851185491,,SRR1801302
13958,Brassicales,Brassicaceae,Sisymbrium,1851186017,,SRR11044737
14231,Brassicales,Brassicaceae,Stanleya,1851187336,,SRR3501901
14454,Brassicales,Brassicaceae,Streptanthus,1851186544,,SRR8164569
14963,Brassicales,Brassicaceae,Thlaspi,1851187775,,SRR8117698
15627,Brassicales,Brassicaceae,Vella,1851188296,,SRR6282186
15768,Brassicales,Brassicaceae,Warea,,,SRR9871443
16072,Brassicales,Brassicaceae,Zuvanda,1851188648,,ERR4207773
2641,Brassicales,Capparaceae,Capparis,1869249509,,SRR7122054
3461,Brassicales,Cleomaceae,Cleome,,,SRR3953138
9770,Brassicales,Moringaceae,Moringa,1678073282,,SRR7267948
12896,Brassicales,Resedaceae,Reseda,,,ERR3089125
13316,Brassicales,Salvadoraceae,Salvadora,,,SRR7240818
15129,Brassicales,Tovariaceae,Tovaria,,,SRR7451072
1824,Bruniales,Bruniaceae,Berzelia,,,SRR7451084
3630,Bruniales,Columelliaceae,Columellia,,,SRR12000841
2265,Bryales,Bryaceae,Bryum,,,SRR6058862
8401,Bryales,Bryaceae,Leptobryum,,,SRR6058911
8454,Bryales,Bryaceae,Leptostomum,,,SRR6058918
10727,Bryales,Bryaceae,Orthodontium,,,SRR6058960
13001,Bryales,Bryaceae,Rhodobryum,1797020228,,SRR2518100
8523,Bryales,Mniaceae,Leucolepis,,,SRR6058843
9647,Bryales,Mniaceae,Mnium,,,SRR6058846
2264,Bryoxiphiales,Bryoxiphiaceae,Bryoxiphium,,,SRR6441454
2339,Buxales,Buxaceae,Buxus,149390519,,SRR7121736
13379,Buxales,Buxaceae,Sarcococca,,,SRR11598975
15764,Canellales,Canellaceae,Warburgia,,,SRR9656494
76,Caryophyllales,Achatocarpaceae,Achatocarpus,1583104958,,ERR3672056
9358,Caryophyllales,Aizoaceae,Mesembryanthemum,1600729461,,SRR5045114
10451,Caryophyllales,Aizoaceae,Odontophorus,,,SRR9946993
90,Caryophyllales,Amaranthaceae,Achyranthes,1883998305,,SRR8666210
313,Caryophyllales,Amaranthaceae,Aerva,1824304306,,SRR8666233
579,Caryophyllales,Amaranthaceae,Alternanthera,1824303090,,SRR7121579
604,Caryophyllales,Amaranthaceae,Amaranthus,1535790860,,SRR12045473
1450,Caryophyllales,Amaranthaceae,Atriplex,1783492363,,SRR11147367
1689,Caryophyllales,Amaranthaceae,Bassia,,,SRR8835962
2026,Caryophyllales,Amaranthaceae,Bosea,,,SRR8859673
5196,Caryophyllales,Amaranthaceae,Dysphania,1593555468,,SRR8132837
5413,Caryophyllales,Amaranthaceae,Enchylaena,,,SRR8666733
6409,Caryophyllales,Amaranthaceae,Gomphrena,1824302778,,SRR8591791
6509,Caryophyllales,Amaranthaceae,Grayia,,,SRR7240751
6729,Caryophyllales,Amaranthaceae,Halosarcia,,,SRR8666406
9009,Caryophyllales,Amaranthaceae,Maireana,,,SRR8666265
12624,Caryophyllales,Amaranthaceae,Ptilotus,1824303771,,SRR8666771
12934,Caryophyllales,Amaranthaceae,Rhagodia,,,SRR8666338
13301,Caryophyllales,Amaranthaceae,Salicornia,836613908,,SRR10076754
13313,Caryophyllales,Amaranthaceae,Salsola,,,SRR13805712
13652,Caryophyllales,Amaranthaceae,Sclerolaena,,,SRR8666411
14525,Caryophyllales,Amaranthaceae,Suaeda,1783492277,,SRR6663252
14760,Caryophyllales,Amaranthaceae,Tecticornia,,,SRR8666269
793,Caryophyllales,Ancistrocladaceae,Ancistrocladus,1600727599,,ERR3672072
1363,Caryophyllales,Asteropeiaceae,Asteropeia,1583105116,,ERR3672046
1638,Caryophyllales,Barbeuiaceae,Barbeuia,1600730472,,ERR3672054
941,Caryophyllales,Basellaceae,Anredera,1573381905,,SRR5605391
1678,Caryophyllales,Basellaceae,Basella,1600729786,,SRR5605390
15499,Caryophyllales,Basellaceae,Ullucus,,,SRR10947082
1496,Caryophyllales,Cactaceae,Austrocylindropuntia,,,SRR5605359
1933,Caryophyllales,Cactaceae,Blossfeldia,,,SRR5605365
2693,Caryophyllales,Cactaceae,Carnegiea,902687128,,SRR5036296
3809,Caryophyllales,Cactaceae,Corynopuntia,,,SRR9911929
4183,Caryophyllales,Cactaceae,Cylindropuntia,,,SRR9911926
5227,Caryophyllales,Cactaceae,Echinocereus,,,SRR1145771
5238,Caryophyllales,Cactaceae,Echinomastus,,,SRR9698581
6546,Caryophyllales,Cactaceae,Grusonia,,,SRR9911943
8752,Caryophyllales,Cactaceae,Lophocereus,1622462329,,SRR5137211
9006,Caryophyllales,Cactaceae,Maihuenia,,,SRR5605355
9007,Caryophyllales,Cactaceae,Maihueniopsis,,,SRR6238171
9054,Caryophyllales,Cactaceae,Mammillaria,1757996438,,SRR5605354
10610,Caryophyllales,Cactaceae,Opuntia,1841709044,,SRR9911946
10874,Caryophyllales,Cactaceae,Pachycereus,,,SRR5137214
11315,Caryophyllales,Cactaceae,Pereskia,,,SRR5137212
11316,Caryophyllales,Cactaceae,Pereskiopsis,,,SRR5605345
12745,Caryophyllales,Cactaceae,Quiabentia,,,SRR5605376
12984,Caryophyllales,Cactaceae,Rhipsalis,,,SRR5605375
14302,Caryophyllales,Cactaceae,Stenocereus,,,SRR5137213
14797,Caryophyllales,Cactaceae,Tephrocactus,,,SRR9911971
1185,Caryophyllales,Caryophyllaceae,Arenaria,,,SRR9946667
2923,Caryophyllales,Caryophyllaceae,Cerastium,,,SRR9658060
4585,Caryophyllales,Caryophyllaceae,Dianthus,1509842894,,ERR3672076
6660,Caryophyllales,Caryophyllaceae,Gypsophila,1583104200,,SRR6491034
7257,Caryophyllales,Caryophyllaceae,Holosteum,,,SRR9658070
9372,Caryophyllales,Caryophyllaceae,Mesostemma,,,SRR9658104
9594,Caryophyllales,Caryophyllaceae,Minuartia,,,SRR9083676
9877,Caryophyllales,Caryophyllaceae,Myosoton,,,SRR9658096
11411,Caryophyllales,Caryophyllaceae,Petrorhagia,,,ERR3672070
12059,Caryophyllales,Caryophyllaceae,Polycarpaea,,,SRR8666201
12479,Caryophyllales,Caryophyllaceae,Pseudostellaria,1714607434,,SRR7274652
12682,Caryophyllales,Caryophyllaceae,Pycnophyllopsis,,,SRR9658053
13256,Caryophyllales,Caryophyllaceae,Sabulina,,,SRR9658013
13284,Caryophyllales,Caryophyllaceae,Sagina,,,SRR5439274
9274,Caryophyllales,Caryophyllaceae,Silene,,,SRR11952760
14099,Caryophyllales,Caryophyllaceae,Spergularia,,,ERR3672069
14274,Caryophyllales,Caryophyllaceae,Stellaria,,,SRR12518818
540,Caryophyllales,Didiereaceae,Alluaudia,,,SRR5605382
15341,Caryophyllales,Dioncophyllaceae,Triphyophyllum,,,ERR3672045
463,Caryophyllales,Droseraceae,Aldrovanda,1215852628,,SRR7072769
4809,Caryophyllales,Droseraceae,Dionaea,1573387814,,ERR1662067
5100,Caryophyllales,Droseraceae,Drosera,1011059239,,SRR12328965
5101,Caryophyllales,Drosophyllaceae,Drosophyllum,1583104449,,ERR3672052
6036,Caryophyllales,Frankeniaceae,Frankenia,1600729202,,ERR3672068
6289,Caryophyllales,Gisekiaceae,Gisekia,1600730044,,ERR3672048
6726,Caryophyllales,Halophytaceae,Halophytum,1583105194,,SRR5605398
8598,Caryophyllales,Limeaceae,Limeum,,,ERR3672051
8747,Caryophyllales,Lophiocarpaceae,Lophiocarpus,1583105345,,ERR3672049
7512,Caryophyllales,Molluginaceae,Hypertelis,,,SRR6238161
9669,Caryophyllales,Molluginaceae,Mollugo,1600730216,,SRR5605360
3434,Caryophyllales,Montiaceae,Claytonia,,,SRR6238188
8554,Caryophyllales,Montiaceae,Lewisia,,,SRR5605400
8602,Caryophyllales,Montiaceae,Limnia,,,SRR11470145
9746,Caryophyllales,Montiaceae,Montia,1600728521,,SRR5605402
9750,Caryophyllales,Montiaceae,Montiopsis,,,SRR6238189
11034,Caryophyllales,Montiaceae,Parakeelya,,,SRR6286606
11480,Caryophyllales,Montiaceae,Phemeranthus,,,SRR6238183
18,Caryophyllales,Nyctaginaceae,Abronia,,,SRR7240773
4012,Caryophyllales,Nyctaginaceae,Cryptocarpus,,,SRR12406786
10827,Caryophyllales,Nyctaginaceae,Oxybaphus,,,SRR12361778
12868,Caryophyllales,Nyctaginaceae,Reichenbachia,,,SRR4156108
9548,Caryophyllales,Phytolaccaceae,Microtea,1600728436,,ERR3672059
11645,Caryophyllales,Phytolaccaceae,Phytolacca,1575642471,,SRR9110563
8616,Caryophyllales,Plumbaginaceae,Limonium,1783498880,,SRR12432533
11965,Caryophyllales,Plumbaginaceae,Plumbago,1600726846,,SRR7174495
5382,Caryophyllales,Polygonaceae,Emex,,,ERR3672067
7979,Caryophyllales,Polygonaceae,Koenigia,,,SRR8208362
10850,Caryophyllales,Polygonaceae,Oxyria,1854236067,,SRR7062082
11072,Caryophyllales,Polygonaceae,Parapteropyrum,,,SRR7757681
11366,Caryophyllales,Polygonaceae,Persicaria,,,SRR11599002
12073,Caryophyllales,Polygonaceae,Polygonum,,,SRR12361714
12914,Caryophyllales,Polygonaceae,Reynoutria,,,SRR10182662
12967,Caryophyllales,Polygonaceae,Rheum,1854235302,,SRR11549106
13218,Caryophyllales,Polygonaceae,Rumex,1678640689,,SRR12518850
15346,Caryophyllales,Polygonaceae,Triplaris,,,SRR999223
737,Caryophyllales,Portulacaceae,Anacampseros,,,SRR5605386
2381,Caryophyllales,Portulacaceae,Calandrinia,1600727685,,SRR6286593
3381,Caryophyllales,Portulacaceae,Cistanthe,1600729958,,SRR6286598
6479,Caryophyllales,Portulacaceae,Grahamia,,,SRR5605393
12160,Caryophyllales,Portulacaceae,Portulaca,1274236978,,SRR6238152
12161,Caryophyllales,Portulacaceae,Portulacaria,,,SRR5605356
14192,Caryophyllales,Portulacaceae,Spraguea,,,SRR902003
12917,Caryophyllales,Rhabdodendraceae,Rhabdodendron,1583104365,,ERR3672055
14260,Caryophyllales,Stegnospermataceae,Stegnosperma,1600726347,,ERR3672050
14684,Caryophyllales,Talinaceae,Talinella,,,SRR5605374
14685,Caryophyllales,Talinaceae,Talinum,1573386265,,SRR6238174
14691,Caryophyllales,Tamaricaceae,Tamarix,1583104701,,SRR7081429
2842,Celastrales,Celastraceae,Celastrus,,,SRR12361931
5737,Celastrales,Celastraceae,Euonymus,1526221304,,SRR12432549
11115,Celastrales,Celastraceae,Parnassia,1783490608,,ERR2862011
15367,Celastrales,Celastraceae,Tripterygium,,,SRR10424821
13225,Celastrales,Lepidobotryaceae,Ruptiliocarpon,,,SRR7451103
2946,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,227481098,,SRR11348080
651,Commelinales,Commelinaceae,Amischotolype,,,SRR7121777
6260,Commelinales,Commelinaceae,Gibasis,,,SRR11598989
15166,Commelinales,Commelinaceae,Tradescantia,1860108506,,SRR12361743
872,Commelinales,Haemodoraceae,Anigozanthos,1535791952,,SRR5684454
6758,Commelinales,Hanguanaceae,Hanguana,1021078577,,SRR7058212
12125,Commelinales,Pontederiaceae,Pontederia,1758122794,,SRR3138152
442,Cornales,Cornaceae,Alangium,1310882651,,SRR7122029
2573,Cornales,Cornaceae,Camptotheca,1268890618,,SRR5172960
3774,Cornales,Cornaceae,Cornus,1747453862,,SRR12432420
4393,Cornales,Cornaceae,Davidia,1310882565,,SRR10767038
10390,Cornales,Cornaceae,Nyssa,1747455234,,SRR9681946
7404,Cornales,Hydrangeaceae,Hydrangea,1747453432,,ERR3361816
11832,Cornales,Hydrangeaceae,Platycrater,,,SRR12514644
3972,Crossosomatales,Crossosomataceae,Crossosoma,,,SRR7451089
14217,Crossosomatales,Stachyuraceae,Stachyurus,,,SRR11599027
1739,Cucurbitales,Begoniaceae,Begonia,1824666920,,SRR10010554
688,Cucurbitales,Cucurbitaceae,Ampelosycios,1829774281,,SRR10137796
1574,Cucurbitales,Cucurbitaceae,Baijiania,1829774452,,SRR10137784
1774,Cucurbitales,Cucurbitaceae,Benincasa,,,SRR10248561
2256,Cucurbitales,Cucurbitaceae,Bryonia,1829773938,,SRR10137795
3360,Cucurbitales,Cucurbitaceae,Cionosicyos,1829773597,,SRR10137773
3737,Cucurbitales,Cucurbitaceae,Corallocarpus,1829774709,,SRR10137774
4144,Cucurbitales,Cucurbitaceae,Cyclanthera,1829773512,,SRR10137771
4145,Cucurbitales,Cucurbitaceae,Cyclantheropsis,1829774366,,SRR10137772
4503,Cucurbitales,Cucurbitaceae,Dendrosicyos,1829773683,,SRR10137770
6249,Cucurbitales,Cucurbitaceae,Gerrardanthus,1829774623,,SRR10137768
6654,Cucurbitales,Cucurbitaceae,Gynostemma,1034218962,,SRR10137769
7033,Cucurbitales,Cucurbitaceae,Herpetospermum,1829773342,,SRR10137793
7215,Cucurbitales,Cucurbitaceae,Hodgsonia,1829773256,,SRR10137794
7602,Cucurbitales,Cucurbitaceae,Indofevillea,1829773427,,SRR10137792
8102,Cucurbitales,Cucurbitaceae,Lagenaria,1340296975,,SRR5590327
8643,Cucurbitales,Cucurbitaceae,Linnaeosicyos,1829773768,,SRR10137790
9674,Cucurbitales,Cucurbitaceae,Momordica,1340296889,,ERR2798143
13716,Cucurbitales,Cucurbitaceae,Sechium,,,SRR10137787
13952,Cucurbitales,Cucurbitaceae,Siraitia,1832108977,,ERR2447026
14962,Cucurbitales,Cucurbitaceae,Thladiantha,1829773086,,SRR10137785
15265,Cucurbitales,Cucurbitaceae,Trichosanthes,1829773853,,SRR10137783
4382,Cucurbitales,Datiscaceae,Datisca,,,SRR5313963
574,Cyatheales,Cyatheaceae,Alsophila,1714603812,,SRR7121885
4118,Cyatheales,Cyatheaceae,Cyathea,1859638301,,SRR3560697
14123,Cyatheales,Cyatheaceae,Sphaeropteris,,,SRR6727967
3335,Cyatheales,Dicksoniaceae,Cibotium,1418581563,,SRR7121889
4067,Cyatheales,Dicksoniaceae,Culcita,,,SRR6727982
4647,Cyatheales,Dicksoniaceae,Dicksonia,,,SRR8580744
9404,Cyatheales,Metaxyaceae,Metaxya,,,SRR6727974
2061,Cycadales,Boweniaceae,Bowenia,751425519,,SRR8705761
2954,Cycadales,Zamiaceae,Ceratozamia,860539519,,SRR8705758
4813,Cycadales,Zamiaceae,Dioon,885000678,,SRR7537274
5409,Cycadales,Zamiaceae,Encephalartos,885000854,,SRR3560720
8376,Cycadales,Zamiaceae,Lepidozamia,885000766,,SRR8705767
8977,Cycadales,Zamiaceae,Macrozamia,885000590,,SRR8705756
9484,Cycadales,Zamiaceae,Microcycas,1851979748,,SRR8705766
14229,Cycadales,Zamiaceae,Stangeria,756876999,,SRR8705755
16006,Cycadales,Zamiaceae,Zamia,860539256,,SRR8705757
2215,Dicranales,Bruchiaceae,Bruchia,,,SRR6058975
2509,Dicranales,Calymperaceae,Calymperes,,,SRR8862625
14641,Dicranales,Calymperaceae,Syrrhopodon,,,SRR8862341
4677,Dicranales,Dicranaceae,Dicranum,,,SRR8707091
8508,Dicranales,Dicranaceae,Leucobryum,1767098096,,SRR8862315
8524,Dicranales,Dicranaceae,Leucoloma,,,SRR6058844
2937,Dicranales,Ditrichaceae,Ceratodon,,,SRR4096413
4973,Dicranales,Ditrichaceae,Ditrichum,,,SRR6058897
5962,Dicranales,Fissidentaceae,Fissidens,1714235262,,SRR6058873
10425,Dicranales,Octoblepharaceae,Octoblepharum,,,SRR8862395
12923,Dicranales,Rhabdoweisiaceae,Rhabdoweisia,,,SRR6441483
4085,Dilleniales,Dilleniaceae,Curatella,,,SRR7451095
